,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
10,Business Intelligence Analyst,$64K-$106K (Glassdoor est.),"Reporting to the Director, Marketing Analytics, the Business Intelligence Analyst will serve as a subject matter expert on using business intelligence tools, visualization, and effectively communicating findings.

Responsibilities
Play a key role in orchestrating and automating the data analytics pipeline to make it more flexible while maintaining a high level of quality.
Work with internal stakeholders to understand their business processes and related KPIs and build dashboards to help teams effectively track these measures.
Develop intuitive yet scalable reports and dashboards to track performance and aid in planning and decision making.
Help define metrics, build KPIs, and suggest improvements to the business.
Analyze complex data sets, track and measure insights, build critical reports, and draw key insights.
Own the design, development, and maintenance of ongoing metrics, reports, analyses, dashboards, etc. to drive key business decisions.
Design/Develop data modules that convert underlying raw data to more readily usable formats for reporting, data mining etc.
Optimize and improve efficiencies, quality, timeliness and sort out relevance of current routine reports and processes.
Perform other duties and projects as assigned by leadership.
Required Skills

Requirements
BA./B.S. degree is preferred or equivalent in Computer Science, MIS, or a comparable field of study is preferred.
2+ years’ industry experience working with data.
Experience working with a broad set of data integration technologies and databases.
Proficient skills in standard concepts, best practices, and procedures in designing data.
Strong ability to communicate the results of the analysis to non-technical and technical audiences.
Able to work independently with confidence and little oversight.
Comfortable with new technology and quick iterations.
The candidate should be comfortable building interactive dashboards, data modeling, and using business intelligence tools (R, SQL, Power BI, Tableau, Interactive Dashboards, MS Excel, and MS Access) to extract, transform and load data (ETL) from multiple databases. Also, having the ability to connect databases for report automation purposes; as well as, strong analytical and statistical analysis skills to extract insights for prescriptive analyses.
The ideal candidate should possess both technical and business knowledge and have the ability to organize and present complex/raw data in a way that tells a compelling story, provides actionable insights and drives business decisions.
We are seeking a team player who excels at understanding the needs of the customer, understanding our data sets, is able to create dynamic reports for our business users, and develop novel insights into our rapidly growing business.
The responsibilities are many, various, and not limited to those written in this document

Required Experience

Job Location
Fort Lauderdale, US-FL",3.7,"Zimmerman Advertising
3.7","Fort Lauderdale, FL","Fort Lauderdale, FL",501 to 1000 employees,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
11,Sensory Scientist,$64K-$106K (Glassdoor est.),"A leading food production company in St. Louis is looking for a Sensory Scientist with food sensory research experience. In this role you will work on sensory development teams to develop, present, and report tests on new and improved products.
This is a full time direct hire opportunity, and the company is offering an excellent salary package, outstanding benefits, and an onboarding signing bonus for those relocating to St. Louis.
YOUR ROLE:
Design and carry out food sensory tests to industry standards, by working with sensory staff and descriptive panelists.
Develop and recommend new test methodologies to improve product understanding.
Define sensory objectives and recommend testing strategies to support program objectives.
Analyze sensory data and write comprehensive reports for project leaders detailing results and conclusions.
Present test results and interpretation to project leaders.
Assist in the development of program research objectives.
Recommend panelist training where needed to ensure accuracy/precision.
REQUIREMENTS:
Bachelor’s Degree or higher in a scientific or engineering field.
At least 4 years in Food Sensory research.
Experience in sensory analysis of food materials, such as enzymes, stabilizer systems, hydrocolloids, probiotics, or meat analogs.
Experience working with trained descriptive panels, using the Spectrum method and/or QDA methodology.
Experience in applied statistics, method development, and product development.
Experience in training and maintaining a sensory profiling panel and industry standard consumer testing methodologies, statistical analysis of sensory data and associated data from other sources.
Knowledge of Sensory Science, with experience in Sensory Descriptive Profiling.
Working knowledge of applied statistics.
Excellent computers skills, especially MS Excel.",3.8,"NIC Infotek
3.8","Saint Louis, MO","Tampa, FL",51 to 200 employees,2004,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
12,Staff Scientist,$64K-$106K (Glassdoor est.),"With annual sales of $15 billion, Ecolab (ECL) is the global leader in water, hygiene and energy technologies and services that protect people and vital resources. Our 49,000 associates help make the world cleaner, safer and healthier by delivering critical insights and innovative solutions to help our customers achieve clean water, safe food, abundant energy and healthy environments at nearly three million customer locations in more than 170 countries.

Whats in it for you:
The opportunity to develop and deliver innovative programs and best-in-class entomological support for the Global Pest Elimination RD&E team supporting our $800M+ business.
The opportunity to work closely with a broad range of functional teams, internal and external suppliers, pest industry thought-leaders and customers to create innovative solutions that meet customer needs and drive continued growth of the Pest Elimination Division
The opportunity to explore and research new ideas and technologies, responding to the current and future needs of our customers and emerging trends in urban and industrial entomology
The opportunity to work directly with customers and Industry Associations to answer questions, solve problems, and be a thought-leader in the Pest Management Industry
What you will do:
Provide strong leadership and drive communication with entomology experts, cross divisional technology areas and global teams
Capture, explore, experiment, and prioritize innovation ideas and concepts working in coordination with the Global RD&E, Marketing, Training, and Regulatory teams to bring the best ideas forward
Work with our sales and operations teams to solve complex problems
Develop and evaluate new test methods to assess new technologies in the lab and the field using experimental design, statistics, and data analysis techniques
Identify customers needs or emerging market trends that impact Pest Elimination services and develop proactive solutions
Develop relationships with suppliers and inventors to leverage innovation and differentiation
Understand Ecolabs patent landscape, expand our position and protect it as needed
.As a recognized expert in urban and industrial entomology, speak on behalf of Ecolab at customer and industry events.
Maintain employee safety standards including 6S lab standards
Minimum Qualifications:
PhD in Entomology
3+ years experience working in a R&D environment
3+ years experience researching and introducing new innovations to the Pest Control Industry
Experienced thought leader in the Pest Control Industry (could be demonstrated through membership in committees, presentations at conferences, published papers)
Preferred Qualifications:
Experience working with business and marketing teams to align new technologies/innovations to customer needs
Experience finding and researching new technologies and assessing fit into the commercial pest market
Recognized expert in urban entomology
Track record of intellectual property, published work in recognized journal
Working knowledge of robust product/experimental design/data analysis
Experience working with commercial customers as an industry expert
Experience providing technical support to a sales/service team
Experience mentoring/managing others
Excellent verbal and written communication skills
Experience in project management and working with teams
Our Commitment to Diversity and Inclusion

At Ecolab, we believe the best teams are diverse and inclusive, and we are on a journey to create a workplace where every associate can grow and achieve their best. We are committed to fair and equal treatment of associates and applicants. We recruit, hire, promote, transfer and provide opportunities for advancement on the basis of individual qualifications and job performance. In all matters affecting employment, compensation, benefits, working conditions, and opportunities for advancement, we will not discriminate against any associate or applicant for employment because of race, religion, color, creed, national origin, citizenship status, sex, sexual orientation, gender identity and expressions, genetic information, marital status, age, disability, or status as a covered veteran.

In addition, we are committed to furthering the principles of Equal Employment Opportunity (EEO) through Affirmative Action (AA). Our goal is to fully utilize minority, female, disabled and covered veteran individuals at all levels of the workforce. Ecolab is a place where you can grow your career, own your future and impact what matters.

We will consider for employment all qualified applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local laws, including the City of Los Angeles Fair Chance Initiative for Hiring Ordinance and the San Francisco Fair Chance Ordinance.",3.6,"Ecolab
3.6","Eagan, MN","Saint Paul, MN",10000+ employees,1923,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD),-1
13,Associate Enterprise Data Analyst,$64K-$106K (Glassdoor est.),"Remedi SeniorCare is looking for an energetic IT professional to become a part of the Enterprise Data Analytics department. This person will work on a small team that will work directly with the business at all levels in developing reports and maintaining an operational data store that is critical to the ever changing business needs.
This person should be self-motivated, organized, and have strong communication skills. This role requires frequent interactions with the corporate executive team to design enhancements to our systems and create reports.

Identify key reports providing metrics for business operations
Identify key reports providing metrics for financial analysis
Design, test, validate, and publish key business intelligence reports out of Qlik
Design, test, validate, and publish reports out of Microsoft SSRS
Modify SQL database conformance at the behest of the end users
Meet with report consumers to ensure data is meeting their needs and where it is not, come up with solutions
Document/save work via version control
Develop written communication and documentation for end users
Work independently with minimal supervision
Any and all other duties assigned by Manager and/or Senior Management

Strong technical proficiency with Microsoft SQL, SSRS, and related technologies
Strong ability to optimize query performance and create efficiencies within SQL code
Strong technical proficiency with Microsoft Excel (Microsoft Access is a plus)
Strong analytical skills to understand and process complex data and then communicate to end users
Ability to understand complex database design/structure with limited documentation
Experience with data visualization tools like Qlik, Tableau, MicroStrategy, or Cognos.
Experience and technical understanding of Softwriters FrameworkLTC is a plus
Experience with the upkeep and management of a Microsoft SQL Database including writing to, querying, and monitoring performance
Ability to work with high level executives and determine requirements for reporting with little oversight
Ability to work in an AGILE environment with strict deadlines",3.3,"Remedi SeniorCare
3.3","Towson, MD","Baltimore, MD",1001 to 5000 employees,2002,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
14,Research Scientist,$64K-$106K (Glassdoor est.),"***Please note: All hiring and recruitment at Spring Health is handled with a valid '@springhealth.com' email address only or from recruitment firms @oxeonpartners.com, @neptunepeople.com, @rivierapartners.com, or @swingtalent.com. If you receive a message from a sender whose domain is not @springhealth.com, please beware that those communications are not authorized or coming from Spring Health. ***

Our mission: helping individuals and organizations thrive by eliminating every barrier to mental health.

Spring Health is a comprehensive mental health benefit for employers. We help employees understand their mental health issues and connect with best-in-class providers to get the right treatment at the right time.

We are an award-winning, passionate, and mission-driven team with the support of leaders in psychiatry, and backed by prominent VCs including Northzone, Rethink, RRE, and General Catalyst. From early detection to full recovery, Spring Health is the only clinically validated solution proven to be more effective than traditional mental healthcare. By combining the latest technology with vetted providers, we engage 1 in 3 employees, reduce recovery times, and reduce healthcare costs.

We are looking for a Research Scientist to join our R&D team. You will be responsible for researching, designing, developing, and implementing data products throughout our organization. You will collaborate with a team of engineers, designers, product managers, social workers, psychologists, and scientists. You will use statistics and visualization tools to turn real-world clinical data into actionable insights for patients, providers, employers, and health plans.

We are creating the future of mental healthcare: within your first year, you’ll discover something no human ever knew before about mental health.
What you’ll do at Spring Health:
Develop statistical frameworks for evaluating the quality of mental health clinicians
Develop novel algorithmic approaches for matching patients with specific treatment providers to improve clinical outcomes
Iterate and improve existing statistical approaches used to develop care plans for individual patients that maximise the likelihood of remission
Develop and execute study designs for prospective comparative efficacy studies
Create secure data deliverables across multiple contexts, such as: claims analyses/financial ROI, longitudinal treatment outcomes, provider quality, and risk stratification algorithms.
What we expect from you:
PhD in Applied Sciences (e.g. Psychology, Economics, Biology, Biochemistry) or another STEM-related field, or 5-6 years of equivalent data analysis experience
Fluency in R
Exceptional statistical ability (you know what zero-inflation is, you know the difference between bagging and boosting, you know when propensity matching doesn’t work — and you can explain all three to a product manager)
Strong presentation skills — fluently tell a compelling clinical or business story with data
Strong written communication skills — quickly compose client-facing communications or publications for peer-review
Experience with Git, Python, SQL, parallel/distributed computing, cloud computing, and other data science toolkits.
Initiative and ability to self-direct projects and solve unconventional problems
Proximity to NYC: minimum 2 days per week in our NY HQ, max 3 days remote
What we’d love to see:
Publications in high-impact (IF>10) peer-reviewed outlets (or experience in creating and selling new product lines from scratch)
Demonstrated passion for, and understanding of, mental illness and broader U.S. healthcare system
Experience using data visualization techniques to present key findings
Ability to quickly and independently pick up concepts and skills
Experience working cross-functionally with operations, product, engineering, and design teams
Why you’ll love working at Spring Health:
Competitive compensation plan, including equity in the company: we want you to own a piece of what you’re building.
Comprehensive benefits: we offer 401k, health, dental and vision benefits as well as free mental healthcare!
World-leading science: we’re shaping the future of mental healthcare, and are at the forefront of peer-reviewed science. You’ll be the first human to discover something about how to treat mental illness.
Flexible vacation plan: our open vacation-policy allows you to take the time off you need when you need it.
Great people: make an impact on something that truly helps people alongside an incredible team.
We care about diversity: diversity allows us to build an excellent patient experience. We are an equal opportunity employer and we do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
We value: humility, entrepreneurship, passion for mental health, honesty and candor/directness
If you're interested in the role, please submit your CV/Resume via email to careers@springhealth.com, along with one code sample and one writing sample.

The code samples can be in any language, and the writing sample should either be 250 words, or include a 250 word abstract. Communication skills are really important to us, and we are particularly looking for a simple, direct writing style and the ability to articulate a question and research methodology clearly.",3.6,"Spring Health
3.6","New York, NY","New York, NY",1 to 50 employees,2016,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
15,Senior Data Scientist,$64K-$106K (Glassdoor est.),"About Us

At GutCheck, we pioneered agile market research to provide our clients with actionable insights at the speed of their business. As the marketplace rapidly evolves, we're evolving with it. By combining qualitative, quantitative, and behavioral methodologies, our team of full-service research experts synthesizes insights to help clients make more confident business decisions -- connecting them with their target consumers earlier and more often in the development process.

What Makes Our Approach Different

We create heroes out of our clients by providing them with contextualized insights to more efficiently and effectively connect with their target audiences. Enabled by technology and automation, we are dedicated partners who take a human-first approach to delivering powerful insights. Today, we are bringing agile to strategy: enabling brands to gather robust foundational insights in an agile, iterative way to inform key business within the demands of today's innovation timelines.

Here's where you come in:

As our Senior Data Scientist, you will be the primary contributor that will operationalize predictive models built with machine learning and advanced analytic technologies. GutCheck owns years of structured and unstructured data. We've started to identify patterns in our world-class market research using machine learning technologies such as TensorFlow. You will help us by providing expertise on mathematical concepts for the broader cross-functional analytics team and inspire the adoption of advanced analytics and data science across the entire breadth of our organization.

You will work closely with our talented and agile Product and Engineering teams to craft scalable, well-designed solutions that address the technical and architectural challenges inherent to making sense of our data. We have a focus on quality, automation, and innovation. We encourage our Engineers to think creatively and flexibly when choosing solutions, tools, and techniques. Our team offers an environment where trust and innovation are encouraged, egos aren't accepted, and collaboration is core to our DNA.

You will advocate, evangelize and build data-fueled products that help our internal and external customers gain deeper insights into direct, targeted consumer feedback. This data can and will be coupled with third-party data sources to help our clients be heroes by making well informed business decisions. You'll help research and choose which data sources will provide unique and compelling insights, and then you'll dig in and become an expert on that data. You will provide insight into leading analytic practices, design and lead iterative learning and development cycles, and ultimately produce new and creative analytic solutions that will become part of our core deliverables.

For more information on the company and the GutCheck team, please go to www.gutcheckit.com

This job description is not a complete list of your qualifications or position roles. GutCheck is proud to be an equal opportunity employer. We are committed to equal opportunity regardless of race, color, ancestry, religion, gender, gender identity, genetic information, parental or pregnancy status, national origin, sexual orientation, age, citizenship, marital status, disability, or Veteran status.",3.8,"GutCheck
3.8","Denver, CO","Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey"
16,Business Intelligence Analyst,$64K-$106K (Glassdoor est.),"Business Intelligence Analyst
Full Time
Remote US-based Employee
Summary:
•The Business Intelligence Analyst will have a vital role in the dissemination of intelligence derived from data throughout the Radius Global Solutions organization. The person that will thrive in this role has strong data sleuth/analysis skills, experience with business intelligence tools, a thirst for learning about collection analytics, and a knack for deriving meaningful value from datasets.
The primary responsibilities for this role include:
•Analysis of collections system data to support end users
•Development of new reports
•Developing new data aggregation processes
•Prototyping new feeds for the data warehouse and client report creation.
The successful candidate should have the following skills / experience:
•2+ years SQL programming and stored procedures (SQL Server, Oracle, related)
•2+ years programming in at least another analytic focused language such as python or R
•2+ years Report Visualization (Power BI, Tableau, related)
•2+ years analyzing data and creating reports
•Strong Excel experience
•Bachelor’s degree with a data / technical emphasis
Nice to have Skills/Experience:
•Programming language C#, java, other
•Statistical analysis/modeling
•Financial Services/Collections industry experience and data knowledge
EEO Disabled/Veteran
Job Type: Full-time",3.2,"Radius Global Solutions
3.2","Ambler, PA","Ambler, PA",1001 to 5000 employees,2013,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
17,Sr Data Engineer (Sr BI Developer),$64K-$106K (Glassdoor est.),"Description/Responsibilities


Responsible for the ongoing support of existing Data management solutions, as well as development of new functionality to include sophisticated data management solutions, to enable colleagues to support tactical and strategic decision making. Extracts, models, transforms, and loads data into databases required for Analytics and Reporting. Collaborates with EIS to deliver production ready data assets in support of DM delivery requirements.
Understands complex business requirements and translates into technical specifications.
Uses highest level of subject matter expertise to decide on data modeling, data sourcing, data quality, and DM delivery solutions.
Performs complex data analysis and system profiling to create clear data definitions.
Incorporates complex new data requirements and/or new applications into the warehouse environments.
Reengineer existing system and automate as needed.
Mentor or coach junior levels of developers.
Qualifications
Bachelor’s degree or an equivalent combination of education and related work experience
5 years of work experience as ETL/CUBE Developer
Work experience with multiple database platforms and DM delivery solutions
5 years of experience with ETL, data marts and cubes, implementing and supporting production environments.
5 years of experience designing, building and implementing data warehouse solutions with Microsoft technologies including SQL Server, SSIS, SSAS skill with MDX and DAX skill with tabular cube is a must.
Experience delivering DM solutions with an Agile DM delivery methodology
Experience in working with Healthcare data preferred
Preferred Qualifications:
Experience implementing and delivering solutions with Big Data platforms like Hadoop
Ability to communicate, present and interact comfortably with senior leadership
Demonstrated proficiency implementing self-service solutions to empower an organization to generate valuable actionable insights
Strong team player as well as an individual contributor as situation calls for.
Ability to understand information quickly, derive insight, synthesize information clearly and concisely, and devise solutions
Inclination to take initiative, set priorities, take ownership of assigned projects and initiatives, drive for results, and collaborate to achieve greatest value
Strong relationship-building and interpersonal skills
Demonstrated self-confidence, honesty and integrity
Ability to travel as business needs require (expected
5071

About Tivity Health

Tivity Health®, Inc. (tivityhealth.com) is a leading provider of health improvement, nutrition, fitness and social engagement solutions at scale to improve clinical outcomes, reduce healthcare costs and create opportunities to feel better, work better and live better. With decades of clinical and operational expertise, the company touches millions of consumers through its integrated portfolio of brands and works directly with hundreds of healthcare practitioners and many of the nation’s largest payers and employers. Tens of millions of Americans are currently eligible for Tivity Health’s SilverSneakers®, Prime® Fitness, WholeHealth Living™ and flip50™ programs and millions of people have lost weight with Nutrisystem®, South Beach Diet® and DNA BodyBlueprint™. As part of its commitment to tackling social isolation and loneliness, in 2017, Tivity Health launched a rural aging initiative to address challenges unique to older adults in rural communities.

Tivity Health is an equal employment opportunity employer and is committed to a proactive program of diversity development. Tivity Health will continue to recruit, hire, train, and promote into all job levels without regard to race, religion, gender, marital status, familial status, national origin, age, mental or physical disability, sexual orientation, gender identity, source of income, or veteran status.",3.2,"Tivity Health
3.2","Chandler, AZ","Franklin, TN",501 to 1000 employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
18,Data Scientist-Human Resources,$64K-$106K (Glassdoor est.),"Lexington, MA, US

#job-location.job-location-inline {
display: inline;
}

Company:
MIT Lincoln Laboratory
Job Summary
Responsible for the collection, synthesis, and analysis of employee data to meet organizational objectives. Gains insight into key Human Resources related business opportunities and deliverables by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining. Uses advanced mathematical, statistical, querying, and reporting methods to develop solutions. Develops information tools, algorithms, dashboards, and queries to monitor and improve business performance.

Successful candidates will have demonstrated:
Strong interpersonal, team building, communication and presentation skills to effectively communicate and collaborate with all levels of the organization.
An ability to maintain strict confidentiality as well as business and professional ethics.
Strong organizational skills, attention to detail and ability to handle multiple tasks.
Flexibility and ability to work effectively and meet deadlines in a dynamic, fast-paced environment.
Ability to perform successfully in a data driven, service-oriented environment and to interpret rules and guidelines flexibly to enhance the business values and the diverse culture.
Requirements
BS required, MS preferred in related disciplines such as Computer Science, Statistics, and/or Mathematics with 5-8 years of relevant experience.
Experience working with sensitive data, predictive analytics and behavioral science based information preferred.
Must have demonstrated experience with some or all of the following: Data and Quantitative Analysis / Decision Analytics / Predictive Modeling / Data-Driven Personalization / KPI Dashboards and BPI Plans / Big Data Queries and Interpretation / Data Mining and Visualization Tools / Machine Learning Algorithms / Business Intelligence (BI) / Research, Reports and Forecasts.
In addition, must have experience with some or all of the following: Data and Computer Science proficiency: SPSS, SAS, R, Rstats, Python, Apache Spark, Microsoft PowerBI, Matlab, HIVE, Pig, data warehouse (DW, DWH), Hadoop, Google Analytics, data mart projects, data management, machine learning, predictive analytics, prescriptive analytics, streaming analytics, SQL, Business Objects (Crystal Reports, Dashboards, WEBI), SAP BW, SAP HANA, SAP Lumera, and many and/or other products is a plus.

For Benefits Information, click http://hrweb.mit.edu/benefits

Selected candidate will be subject to a pre-employment background investigation and must be able to obtain and maintain a Secret level DoD security clearance.

MIT Lincoln Laboratory is an Equal Employment Opportunity (EEO) employer. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, veteran status, disability status, or genetic information; U.S. citizenship is required.

Requisition ID: 28943

Nearest Major Market: Boston
Job Segment:
Database, Scientific, Scientist, ERP, Developer, Engineering, Technology, Science",3.8,"MIT Lincoln Laboratory
3.8","Lexington, MA","Lexington, MA",1001 to 5000 employees,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
19,Data Scientist,$64K-$106K (Glassdoor est.),"The Senior Data Scientist will build and improve analytic pipelines to consolidate multiple data sources, perform analytic processing, and produce actionable business information (e.g., top-10 lists, pattern-matches, exceptions, or lists of #39;needles in the haystack#39;). S/he will apply hands-on development skills and experience as an expert in analytics, data science, pattern recognition, and",3.6,"Powertek
3.6","Washington, DC","Rockville, MD",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
